Breach_ID,Breach_Start_Date,Breach_End_Date,Year,Attack_Type,Attack_Vector,Vulnerability,Detection_Method,System_Affected,Breach_Severity,How_Resolved,Origin_Country,Target_Country,Target_Sector,Data_Compromised,Notes
72797467,2019-01-31,2019-02-02,2019,Zero-Day Exploit,Drive-by Download,Unpatched VPN,Threat Intelligence Feed,Email System,Critical,Firewall Updated,Pakistan,Nigeria,Government,Passwords,Automated synthetic breach entry for research dataset.
3DBA4413,2018-11-16,2018-11-20,2018,DDoS,Compromised Vendor,Outdated Firewall,Firewall Logs,Payment Server,Low,Backups Restored,Japan,Australia,Healthcare,Financial Logs,Automated synthetic breach entry for research dataset.
E4C9C7C5,2023-07-27,2023-08-06,2023,API Exploit,Drive-by Download,Zero-Day Vulnerability,User Reported,Email System,High,Key Rotation,Australia,Pakistan,Banking,Medical Records,Automated synthetic breach entry for research dataset.
7BBFD984,2021-05-18,2021-05-21,2021,Insider Threat,Compromised Vendor,SQL Injection Flaw,Firewall Logs,Database,Medium,System Isolation,Italy,Italy,Banking,Medical Records,Automated synthetic breach entry for research dataset.
03CAC30E,2021-03-30,2021-04-08,2021,Phishing,Drive-by Download,Zero-Day Vulnerability,Unusual Activity Detection,Web Server,Medium,Patch Applied,Russia,Canada,Transportation,System Configurations,Automated synthetic breach entry for research dataset.
0F65A023,2022-01-23,2022-02-02,2022,Insider Threat,Remote Desktop (RDP),Privilege Escalation Bug,Intrusion Detection System,Endpoint Devices,Critical,MFA Implemented,China,Spain,Banking,Medical Records,Automated synthetic breach entry for research dataset.
83021EC2,2021-03-29,2021-04-01,2021,Cloud Misconfiguration,Compromised Vendor,Misconfigured S3 Bucket,Intrusion Detection System,Endpoint Devices,Medium,Backups Restored,Italy,UK,Retail,Financial Logs,Automated synthetic breach entry for research dataset.
BD9FD5B8,2016-06-04,2016-06-08,2016,Zero-Day Exploit,Social Engineering,Unpatched VPN,Intrusion Detection System,Web Server,Low,Firewall Updated,Brazil,France,Energy,Customer Data,Automated synthetic breach entry for research dataset.
D30A81BF,2025-03-24,2025-03-26,2025,API Exploit,Social Engineering,Misconfigured S3 Bucket,Threat Intelligence Feed,Cloud Storage,Critical,Malware Removal,India,UAE,Telecom,Financial Logs,Automated synthetic breach entry for research dataset.
A05549EA,2016-01-08,2016-01-09,2016,Zero-Day Exploit,Email Phishing,Privilege Escalation Bug,SIEM Alert,Email System,Critical,Zero-Day Patch,USA,Australia,Finance,Emails,Automated synthetic breach entry for research dataset.
E7C38CE5,2021-08-29,2021-09-01,2021,Supply Chain Attack,Compromised Vendor,Unpatched VPN,Firewall Logs,Internal Network,High,Patch Applied,China,UK,Telecom,Financial Logs,Automated synthetic breach entry for research dataset.
58A127DF,2022-04-22,2022-05-01,2022,SQL Injection,Malicious Link,Outdated Firewall,Unusual Activity Detection,Internal Network,Medium,Firewall Updated,Italy,Pakistan,Government,Transaction Logs,Automated synthetic breach entry for research dataset.
0FFD1D9F,2017-07-23,2017-07-25,2017,Insider Threat,Social Engineering,Misconfigured S3 Bucket,SIEM Alert,Web Server,Critical,Backups Restored,South Korea,Germany,Education,Internal Documents,Automated synthetic breach entry for research dataset.
B2D827D5,2025-10-16,2025-10-25,2025,SQL Injection,Cloud Misconfiguration,Unsecured API,External Audit,Database,Critical,Firewall Updated,Brazil,USA,Healthcare,Emails,Automated synthetic breach entry for research dataset.
A8932772,2022-07-03,2022-07-04,2022,API Exploit,Social Engineering,Zero-Day Vulnerability,User Reported,Internal Network,Low,MFA Implemented,Russia,Germany,Banking,Passwords,Automated synthetic breach entry for research dataset.
C9808B43,2021-06-23,2021-07-03,2021,Ransomware,Email Phishing,Misconfigured S3 Bucket,Unusual Activity Detection,Web Server,Medium,Zero-Day Patch,Brazil,Nigeria,Transportation,Customer Data,Automated synthetic breach entry for research dataset.
F4DAEB91,2023-12-31,2024-01-02,2023,DDoS,Malicious Link,Zero-Day Vulnerability,Unusual Activity Detection,Database,Medium,Backups Restored,Iran,India,Finance,Medical Records,Automated synthetic breach entry for research dataset.
2B6CC1F7,2018-05-23,2018-05-31,2018,Zero-Day Exploit,Remote Desktop (RDP),Outdated Firewall,Firewall Logs,Endpoint Devices,Critical,System Isolation,Australia,South Korea,Telecom,Medical Records,Automated synthetic breach entry for research dataset.
D1DC8990,2024-04-24,2024-05-06,2024,Phishing,Malicious Link,Privilege Escalation Bug,Firewall Logs,Email System,Medium,Key Rotation,Russia,Japan,Finance,User Tokens,Automated synthetic breach entry for research dataset.
764B83F3,2020-07-27,2020-08-03,2020,Malware Injection,Malicious Link,Outdated Firewall,User Reported,Database,Low,Malware Removal,Australia,China,Government,Internal Documents,Automated synthetic breach entry for research dataset.
DBF84EE0,2017-06-12,2017-06-18,2017,API Exploit,Email Phishing,Privilege Escalation Bug,Intrusion Detection System,Payment Server,Low,System Isolation,Italy,Netherlands,Tech,Transaction Logs,Automated synthetic breach entry for research dataset.
FF030B20,2015-12-24,2015-12-25,2015,Phishing,USB Infection,Weak Password Policy,External Audit,Web Server,Medium,Key Rotation,Italy,Spain,Tech,System Configurations,Automated synthetic breach entry for research dataset.
D5CC8E9F,2017-07-14,2017-07-23,2017,Ransomware,USB Infection,Zero-Day Vulnerability,Firewall Logs,Cloud Storage,High,Zero-Day Patch,Russia,Canada,Banking,Transaction Logs,Automated synthetic breach entry for research dataset.
A8ADA109,2017-09-28,2017-09-30,2017,Supply Chain Attack,Email Phishing,Zero-Day Vulnerability,User Reported,Email System,Low,Patch Applied,Russia,India,Government,User Tokens,Automated synthetic breach entry for research dataset.
52E6ED6E,2021-12-29,2021-12-30,2021,API Exploit,Cloud Misconfiguration,Zero-Day Vulnerability,Unusual Activity Detection,Payment Server,Critical,System Isolation,Australia,France,Education,Internal Documents,Automated synthetic breach entry for research dataset.
99709722,2018-12-25,2019-01-03,2018,API Exploit,USB Infection,Zero-Day Vulnerability,SIEM Alert,Payment Server,Medium,Employee Terminated,Iran,Nigeria,Finance,Financial Logs,Automated synthetic breach entry for research dataset.
54530243,2021-03-05,2021-03-06,2021,Zero-Day Exploit,Social Engineering,Privilege Escalation Bug,External Audit,Web Server,High,Firewall Updated,Brazil,Brazil,Banking,Customer Data,Automated synthetic breach entry for research dataset.
1444A661,2016-04-09,2016-04-17,2016,SQL Injection,Drive-by Download,Zero-Day Vulnerability,Threat Intelligence Feed,Web Server,Low,Backups Restored,China,Pakistan,Education,Internal Documents,Automated synthetic breach entry for research dataset.
3AAC6F8A,2019-09-23,2019-09-25,2019,API Exploit,Drive-by Download,SQL Injection Flaw,Firewall Logs,Web Server,Medium,Key Rotation,France,Russia,Government,Financial Logs,Automated synthetic breach entry for research dataset.
80A39C65,2021-08-15,2021-08-24,2021,Insider Threat,Malicious Link,Weak Password Policy,Firewall Logs,Internal Network,High,Malware Removal,Germany,Iran,Banking,Emails,Automated synthetic breach entry for research dataset.
AEA30CF2,2025-07-15,2025-07-26,2025,Zero-Day Exploit,Email Phishing,Zero-Day Vulnerability,SIEM Alert,Payment Server,High,Firewall Updated,Russia,Japan,Tech,User Tokens,Automated synthetic breach entry for research dataset.
C755CB8B,2016-01-27,2016-02-03,2016,Zero-Day Exploit,Web Exploit,Privilege Escalation Bug,Unusual Activity Detection,Endpoint Devices,Medium,MFA Implemented,UK,Nigeria,Manufacturing,Customer Data,Automated synthetic breach entry for research dataset.
F43B480F,2017-05-21,2017-05-31,2017,Cloud Misconfiguration,Compromised Vendor,Unpatched VPN,SIEM Alert,Database,Low,System Isolation,Pakistan,USA,Energy,User Tokens,Automated synthetic breach entry for research dataset.
86BA0D52,2020-08-03,2020-08-04,2020,Cloud Misconfiguration,Social Engineering,Zero-Day Vulnerability,SIEM Alert,Cloud Storage,Medium,Malware Removal,UAE,Brazil,Manufacturing,Transaction Logs,Automated synthetic breach entry for research dataset.
BF13E07B,2019-07-28,2019-08-01,2019,Ransomware,Email Phishing,Zero-Day Vulnerability,SIEM Alert,Database,Medium,Key Rotation,Iran,Spain,Retail,System Configurations,Automated synthetic breach entry for research dataset.
8510770D,2022-06-21,2022-07-02,2022,API Exploit,Compromised Vendor,Privilege Escalation Bug,SIEM Alert,Database,Critical,System Isolation,Australia,Netherlands,Banking,Financial Logs,Automated synthetic breach entry for research dataset.
27191BE5,2025-03-24,2025-04-05,2025,Insider Threat,Cloud Misconfiguration,Misconfigured S3 Bucket,Firewall Logs,Cloud Storage,Medium,Firewall Updated,Germany,Japan,Healthcare,Emails,Automated synthetic breach entry for research dataset.
EE7D198D,2019-11-05,2019-11-07,2019,Zero-Day Exploit,Malicious Link,CVE-2021-44228 (Log4j),Firewall Logs,Email System,Low,Zero-Day Patch,Japan,Russia,Government,System Configurations,Automated synthetic breach entry for research dataset.
93C8E0E1,2021-11-15,2021-11-24,2021,Zero-Day Exploit,Compromised Vendor,CVE-2021-44228 (Log4j),Intrusion Detection System,Web Server,High,MFA Implemented,Russia,Nigeria,Retail,Financial Logs,Automated synthetic breach entry for research dataset.
A4FA1497,2021-04-19,2021-05-01,2021,Supply Chain Attack,Compromised Vendor,Unpatched VPN,Threat Intelligence Feed,Email System,Medium,Patch Applied,Canada,Russia,Education,Transaction Logs,Automated synthetic breach entry for research dataset.
8458C354,2022-03-14,2022-03-17,2022,Zero-Day Exploit,Malicious Link,Unsecured API,User Reported,Email System,Critical,Zero-Day Patch,UK,Australia,Retail,System Configurations,Automated synthetic breach entry for research dataset.
A7C8A41A,2024-08-31,2024-09-05,2024,API Exploit,Social Engineering,Privilege Escalation Bug,Intrusion Detection System,IoT Devices,High,Employee Terminated,USA,USA,Healthcare,Internal Documents,Automated synthetic breach entry for research dataset.
DD727145,2022-12-21,2022-12-24,2022,Supply Chain Attack,Malicious Link,Weak Password Policy,SIEM Alert,Endpoint Devices,Medium,System Isolation,Canada,Nigeria,Manufacturing,Customer Data,Automated synthetic breach entry for research dataset.
E036A32E,2023-10-09,2023-10-19,2023,DDoS,Web Exploit,Privilege Escalation Bug,External Audit,IoT Devices,Critical,Backups Restored,Pakistan,Russia,Transportation,Financial Logs,Automated synthetic breach entry for research dataset.
040C02D7,2016-03-22,2016-04-02,2016,API Exploit,Remote Desktop (RDP),CVE-2021-44228 (Log4j),Intrusion Detection System,Payment Server,Critical,Traffic Filtering,Netherlands,Pakistan,Manufacturing,User Tokens,Automated synthetic breach entry for research dataset.
1ED9D331,2023-03-12,2023-03-15,2023,Supply Chain Attack,Email Phishing,Privilege Escalation Bug,Threat Intelligence Feed,IoT Devices,Low,Traffic Filtering,India,Germany,Retail,Employee Records,Automated synthetic breach entry for research dataset.
565D0EAA,2024-06-01,2024-06-10,2024,Malware Injection,Email Phishing,Weak Password Policy,External Audit,Internal Network,Low,Patch Applied,Canada,South Korea,Tech,Financial Logs,Automated synthetic breach entry for research dataset.
018B4100,2021-03-21,2021-03-30,2021,Ransomware,Malicious Link,Privilege Escalation Bug,Unusual Activity Detection,Web Server,Critical,System Isolation,Japan,Australia,Healthcare,System Configurations,Automated synthetic breach entry for research dataset.
9C315264,2025-10-11,2025-10-15,2025,Ransomware,Compromised Vendor,CVE-2021-44228 (Log4j),SIEM Alert,Payment Server,Low,Traffic Filtering,South Korea,South Korea,Transportation,System Configurations,Automated synthetic breach entry for research dataset.
54F19E92,2022-07-29,2022-08-02,2022,Cloud Misconfiguration,Cloud Misconfiguration,CVE-2021-44228 (Log4j),Unusual Activity Detection,Email System,High,Zero-Day Patch,Pakistan,India,Finance,Emails,Automated synthetic breach entry for research dataset.
68024449,2022-02-25,2022-02-26,2022,API Exploit,Email Phishing,Unpatched VPN,Unusual Activity Detection,Web Server,Critical,Employee Terminated,Italy,Brazil,Education,Medical Records,Automated synthetic breach entry for research dataset.
A1FAB103,2025-12-12,2025-12-14,2025,SQL Injection,Compromised Vendor,CVE-2021-44228 (Log4j),Unusual Activity Detection,Web Server,Medium,Firewall Updated,France,Nigeria,Finance,Passwords,Automated synthetic breach entry for research dataset.
5F265A87,2023-10-07,2023-10-11,2023,Phishing,Web Exploit,Unpatched VPN,SIEM Alert,Internal Network,Low,Employee Terminated,Australia,USA,Transportation,Transaction Logs,Automated synthetic breach entry for research dataset.
5833AFD0,2019-05-04,2019-05-12,2019,Phishing,Compromised Vendor,Unsecured API,Threat Intelligence Feed,Database,High,Malware Removal,South Korea,Netherlands,Government,System Configurations,Automated synthetic breach entry for research dataset.
54F624AA,2023-12-08,2023-12-14,2023,Zero-Day Exploit,Remote Desktop (RDP),Outdated Firewall,External Audit,Internal Network,High,Patch Applied,Australia,USA,Transportation,User Tokens,Automated synthetic breach entry for research dataset.
1638468A,2020-03-23,2020-03-25,2020,Phishing,Drive-by Download,Unpatched VPN,Intrusion Detection System,Internal Network,Critical,Backups Restored,Netherlands,Brazil,Tech,Financial Logs,Automated synthetic breach entry for research dataset.
24A212E0,2016-05-23,2016-05-25,2016,Phishing,Drive-by Download,SQL Injection Flaw,External Audit,Cloud Storage,Medium,Malware Removal,Pakistan,Germany,Banking,Emails,Automated synthetic breach entry for research dataset.
C883C171,2023-04-22,2023-04-28,2023,Ransomware,Web Exploit,Zero-Day Vulnerability,External Audit,Payment Server,Critical,Employee Terminated,Pakistan,USA,Healthcare,Financial Logs,Automated synthetic breach entry for research dataset.
83320B96,2018-09-12,2018-09-17,2018,Zero-Day Exploit,Cloud Misconfiguration,Unsecured API,Firewall Logs,Endpoint Devices,Medium,Key Rotation,USA,India,Finance,Medical Records,Automated synthetic breach entry for research dataset.
9FBB278E,2016-04-19,2016-05-01,2016,API Exploit,Malicious Link,Weak Password Policy,External Audit,Payment Server,Medium,MFA Implemented,Brazil,Pakistan,Retail,Transaction Logs,Automated synthetic breach entry for research dataset.
9D152AD4,2016-09-14,2016-09-22,2016,SQL Injection,Cloud Misconfiguration,Unsecured API,Unusual Activity Detection,Database,High,Key Rotation,Russia,Nigeria,Banking,Medical Records,Automated synthetic breach entry for research dataset.
CCD7641C,2019-09-02,2019-09-05,2019,SQL Injection,Cloud Misconfiguration,Outdated Firewall,SIEM Alert,Cloud Storage,Low,Firewall Updated,Italy,Iran,Manufacturing,User Tokens,Automated synthetic breach entry for research dataset.
9CBB1C4F,2020-07-03,2020-07-14,2020,Supply Chain Attack,Email Phishing,Unpatched VPN,SIEM Alert,Email System,High,Firewall Updated,Australia,Netherlands,Healthcare,Financial Logs,Automated synthetic breach entry for research dataset.
A5420D70,2022-07-11,2022-07-19,2022,Supply Chain Attack,Cloud Misconfiguration,Unpatched VPN,Unusual Activity Detection,Endpoint Devices,Medium,MFA Implemented,Germany,Germany,Finance,Internal Documents,Automated synthetic breach entry for research dataset.
27B37A0D,2016-05-19,2016-05-29,2016,Supply Chain Attack,Compromised Vendor,Outdated Firewall,Unusual Activity Detection,IoT Devices,Low,MFA Implemented,Italy,Russia,Healthcare,Transaction Logs,Automated synthetic breach entry for research dataset.
0230B5CE,2015-04-06,2015-04-07,2015,DDoS,Malicious Link,Zero-Day Vulnerability,User Reported,Cloud Storage,High,Key Rotation,France,Pakistan,Transportation,User Tokens,Automated synthetic breach entry for research dataset.
3D0B1A15,2016-05-14,2016-05-16,2016,Cloud Misconfiguration,Email Phishing,CVE-2021-44228 (Log4j),User Reported,Database,High,Traffic Filtering,Germany,France,Healthcare,Employee Records,Automated synthetic breach entry for research dataset.
140E84C2,2023-10-13,2023-10-25,2023,DDoS,Remote Desktop (RDP),CVE-2021-44228 (Log4j),Unusual Activity Detection,Cloud Storage,Critical,Firewall Updated,Italy,China,Retail,Emails,Automated synthetic breach entry for research dataset.
AF3B0999,2023-09-12,2023-09-19,2023,Insider Threat,Malicious Link,Misconfigured S3 Bucket,User Reported,Web Server,Medium,Traffic Filtering,Italy,Australia,Transportation,Passwords,Automated synthetic breach entry for research dataset.
80EBD558,2022-07-24,2022-07-26,2022,Insider Threat,Social Engineering,Zero-Day Vulnerability,External Audit,Email System,Low,Key Rotation,Australia,Pakistan,Transportation,Internal Documents,Automated synthetic breach entry for research dataset.
4F423B88,2022-08-10,2022-08-19,2022,Phishing,Drive-by Download,Zero-Day Vulnerability,Unusual Activity Detection,IoT Devices,High,Key Rotation,Nigeria,Australia,Retail,Employee Records,Automated synthetic breach entry for research dataset.
B893A898,2024-10-27,2024-10-31,2024,API Exploit,Web Exploit,Outdated Firewall,Intrusion Detection System,Payment Server,High,Firewall Updated,UAE,UAE,Government,Medical Records,Automated synthetic breach entry for research dataset.
FD85CB27,2016-08-19,2016-08-29,2016,Cloud Misconfiguration,Drive-by Download,Zero-Day Vulnerability,External Audit,Endpoint Devices,Low,Employee Terminated,Canada,India,Transportation,Emails,Automated synthetic breach entry for research dataset.
ED4A05CE,2018-03-24,2018-03-29,2018,Supply Chain Attack,USB Infection,CVE-2021-44228 (Log4j),User Reported,Internal Network,Medium,Key Rotation,Brazil,India,Telecom,Passwords,Automated synthetic breach entry for research dataset.
75552936,2016-03-23,2016-04-02,2016,Ransomware,Social Engineering,Privilege Escalation Bug,Unusual Activity Detection,Database,Critical,Firewall Updated,UAE,Russia,Banking,Internal Documents,Automated synthetic breach entry for research dataset.
462F3808,2021-04-14,2021-04-21,2021,API Exploit,Compromised Vendor,Zero-Day Vulnerability,External Audit,Web Server,Medium,Traffic Filtering,Spain,Pakistan,Healthcare,Medical Records,Automated synthetic breach entry for research dataset.
DC93C20E,2025-08-29,2025-09-02,2025,Malware Injection,Social Engineering,Zero-Day Vulnerability,User Reported,Database,High,Traffic Filtering,Russia,South Korea,Government,Internal Documents,Automated synthetic breach entry for research dataset.
0F60D0A4,2025-07-25,2025-08-05,2025,DDoS,Social Engineering,Unpatched VPN,External Audit,Cloud Storage,Low,Malware Removal,Spain,South Korea,Government,Passwords,Automated synthetic breach entry for research dataset.
18AAD338,2017-05-08,2017-05-11,2017,DDoS,Malicious Link,Unpatched VPN,Intrusion Detection System,Internal Network,Low,Patch Applied,Germany,Spain,Telecom,Transaction Logs,Automated synthetic breach entry for research dataset.
2F24A803,2016-01-20,2016-01-27,2016,Ransomware,Compromised Vendor,Privilege Escalation Bug,Firewall Logs,Web Server,Low,MFA Implemented,South Korea,China,Healthcare,User Tokens,Automated synthetic breach entry for research dataset.
9A29F264,2023-12-06,2023-12-17,2023,Supply Chain Attack,Email Phishing,Misconfigured S3 Bucket,Intrusion Detection System,IoT Devices,Critical,Employee Terminated,Pakistan,Australia,Government,Customer Data,Automated synthetic breach entry for research dataset.
068BFED0,2015-05-08,2015-05-11,2015,SQL Injection,Malicious Link,Weak Password Policy,Firewall Logs,IoT Devices,High,Firewall Updated,Iran,Italy,Energy,Emails,Automated synthetic breach entry for research dataset.
8A3D27DF,2015-09-20,2015-10-01,2015,API Exploit,USB Infection,Unpatched VPN,Intrusion Detection System,Email System,Low,Key Rotation,Australia,Japan,Government,Customer Data,Automated synthetic breach entry for research dataset.
25D23A99,2024-05-09,2024-05-18,2024,Cloud Misconfiguration,Drive-by Download,Zero-Day Vulnerability,User Reported,Web Server,Low,Backups Restored,UK,Canada,Healthcare,Passwords,Automated synthetic breach entry for research dataset.
B66F7D29,2022-03-24,2022-04-03,2022,Zero-Day Exploit,Social Engineering,Outdated Firewall,Intrusion Detection System,Cloud Storage,Medium,Zero-Day Patch,Canada,Russia,Energy,Emails,Automated synthetic breach entry for research dataset.
DA7C930B,2020-11-05,2020-11-12,2020,Ransomware,Drive-by Download,Privilege Escalation Bug,Threat Intelligence Feed,Endpoint Devices,Critical,Key Rotation,Spain,Canada,Energy,User Tokens,Automated synthetic breach entry for research dataset.
EE92E6C7,2022-10-28,2022-10-31,2022,DDoS,Compromised Vendor,Weak Password Policy,Firewall Logs,Endpoint Devices,Low,Key Rotation,Brazil,Nigeria,Tech,Medical Records,Automated synthetic breach entry for research dataset.
68C6BCD5,2018-11-17,2018-11-22,2018,Supply Chain Attack,Social Engineering,Unpatched VPN,Unusual Activity Detection,Internal Network,Medium,System Isolation,Russia,Pakistan,Government,System Configurations,Automated synthetic breach entry for research dataset.
69CA608E,2015-06-01,2015-06-10,2015,Insider Threat,Compromised Vendor,Outdated Firewall,Unusual Activity Detection,Email System,Medium,Zero-Day Patch,India,France,Banking,Transaction Logs,Automated synthetic breach entry for research dataset.
22B2029D,2022-03-08,2022-03-11,2022,API Exploit,Social Engineering,Misconfigured S3 Bucket,SIEM Alert,Database,Critical,Malware Removal,Germany,Italy,Transportation,Emails,Automated synthetic breach entry for research dataset.
D7EE7869,2025-02-08,2025-02-15,2025,SQL Injection,Malicious Link,Unsecured API,Threat Intelligence Feed,Email System,High,Patch Applied,France,Germany,Energy,Employee Records,Automated synthetic breach entry for research dataset.
3A46B505,2016-09-08,2016-09-16,2016,Insider Threat,USB Infection,Zero-Day Vulnerability,Firewall Logs,Endpoint Devices,High,Firewall Updated,UK,Italy,Energy,User Tokens,Automated synthetic breach entry for research dataset.
C023D8A7,2025-04-10,2025-04-15,2025,Insider Threat,Malicious Link,SQL Injection Flaw,Threat Intelligence Feed,Cloud Storage,High,MFA Implemented,South Korea,UK,Transportation,Customer Data,Automated synthetic breach entry for research dataset.
81AA9817,2023-03-02,2023-03-14,2023,SQL Injection,USB Infection,SQL Injection Flaw,Firewall Logs,IoT Devices,High,Employee Terminated,China,UK,Banking,Customer Data,Automated synthetic breach entry for research dataset.
8389D5C0,2023-12-14,2023-12-17,2023,Zero-Day Exploit,Cloud Misconfiguration,Weak Password Policy,External Audit,Payment Server,Low,Firewall Updated,Brazil,Canada,Government,Employee Records,Automated synthetic breach entry for research dataset.
6D373FEF,2018-12-01,2018-12-12,2018,Supply Chain Attack,Cloud Misconfiguration,Outdated Firewall,Threat Intelligence Feed,Web Server,Medium,Zero-Day Patch,Japan,Spain,Government,Transaction Logs,Automated synthetic breach entry for research dataset.
94522E96,2020-07-14,2020-07-25,2020,API Exploit,Email Phishing,CVE-2021-44228 (Log4j),User Reported,Payment Server,Medium,Malware Removal,UAE,UAE,Tech,Financial Logs,Automated synthetic breach entry for research dataset.
3D45B5F0,2025-04-07,2025-04-11,2025,Supply Chain Attack,Compromised Vendor,Unpatched VPN,External Audit,Database,Medium,Patch Applied,USA,Brazil,Energy,Passwords,Automated synthetic breach entry for research dataset.
60F84EB8,2022-07-05,2022-07-13,2022,Ransomware,Drive-by Download,Privilege Escalation Bug,External Audit,Internal Network,Medium,Backups Restored,UAE,India,Banking,Customer Data,Automated synthetic breach entry for research dataset.
CEAFDCC1,2021-09-21,2021-09-30,2021,API Exploit,Social Engineering,Outdated Firewall,SIEM Alert,IoT Devices,High,Malware Removal,Russia,Australia,Education,Passwords,Automated synthetic breach entry for research dataset.
A6C51EF9,2023-07-08,2023-07-11,2023,Supply Chain Attack,Malicious Link,Outdated Firewall,SIEM Alert,Payment Server,High,Firewall Updated,Russia,Iran,Banking,Emails,Automated synthetic breach entry for research dataset.
EC36FA25,2022-01-06,2022-01-11,2022,API Exploit,Compromised Vendor,Unpatched VPN,Firewall Logs,Cloud Storage,Medium,Key Rotation,India,Pakistan,Banking,System Configurations,Automated synthetic breach entry for research dataset.
EE7E8FE4,2015-06-10,2015-06-17,2015,Ransomware,Compromised Vendor,SQL Injection Flaw,Unusual Activity Detection,Web Server,High,System Isolation,Brazil,Spain,Finance,Transaction Logs,Automated synthetic breach entry for research dataset.
84D0BBFA,2018-02-20,2018-02-23,2018,Malware Injection,USB Infection,Unpatched VPN,SIEM Alert,Database,Critical,Firewall Updated,Germany,Italy,Transportation,Employee Records,Automated synthetic breach entry for research dataset.
8D43C696,2019-07-19,2019-07-22,2019,Zero-Day Exploit,Drive-by Download,Privilege Escalation Bug,Firewall Logs,Internal Network,High,System Isolation,Russia,South Korea,Finance,Internal Documents,Automated synthetic breach entry for research dataset.
87F8829C,2020-06-23,2020-06-30,2020,Cloud Misconfiguration,Cloud Misconfiguration,Unsecured API,Unusual Activity Detection,Email System,Low,Employee Terminated,Australia,Canada,Education,Medical Records,Automated synthetic breach entry for research dataset.
BB1B3038,2020-04-12,2020-04-20,2020,SQL Injection,Email Phishing,SQL Injection Flaw,Firewall Logs,Payment Server,Medium,Employee Terminated,Iran,France,Government,Passwords,Automated synthetic breach entry for research dataset.
4A4115BC,2019-10-08,2019-10-18,2019,Malware Injection,Compromised Vendor,Outdated Firewall,Firewall Logs,Endpoint Devices,Critical,System Isolation,Spain,Canada,Finance,System Configurations,Automated synthetic breach entry for research dataset.
8DF4BC5D,2025-08-17,2025-08-26,2025,Insider Threat,USB Infection,SQL Injection Flaw,External Audit,Internal Network,Critical,Traffic Filtering,Spain,Italy,Energy,Medical Records,Automated synthetic breach entry for research dataset.
58E45768,2022-03-10,2022-03-13,2022,Ransomware,Web Exploit,Zero-Day Vulnerability,Unusual Activity Detection,Endpoint Devices,Medium,System Isolation,China,UAE,Transportation,System Configurations,Automated synthetic breach entry for research dataset.
37A65D06,2017-01-31,2017-02-02,2017,Zero-Day Exploit,Compromised Vendor,Weak Password Policy,Unusual Activity Detection,Web Server,Medium,MFA Implemented,India,UAE,Retail,Internal Documents,Automated synthetic breach entry for research dataset.
3B580F33,2019-09-03,2019-09-07,2019,Cloud Misconfiguration,USB Infection,Privilege Escalation Bug,User Reported,Email System,Low,Employee Terminated,Brazil,China,Government,Medical Records,Automated synthetic breach entry for research dataset.
B6708921,2018-10-02,2018-10-12,2018,Zero-Day Exploit,Cloud Misconfiguration,Unpatched VPN,User Reported,Database,Low,System Isolation,Spain,Iran,Healthcare,User Tokens,Automated synthetic breach entry for research dataset.
23E64F56,2018-08-05,2018-08-17,2018,API Exploit,Drive-by Download,Unsecured API,Firewall Logs,Web Server,Medium,Patch Applied,Nigeria,Netherlands,Education,Emails,Automated synthetic breach entry for research dataset.
099AE769,2023-12-29,2024-01-10,2023,SQL Injection,Cloud Misconfiguration,Zero-Day Vulnerability,External Audit,Cloud Storage,High,MFA Implemented,Japan,France,Transportation,Transaction Logs,Automated synthetic breach entry for research dataset.
4B10F7B8,2017-07-10,2017-07-15,2017,Supply Chain Attack,Malicious Link,Unpatched VPN,Unusual Activity Detection,Database,Low,Traffic Filtering,South Korea,Spain,Retail,Customer Data,Automated synthetic breach entry for research dataset.
5B4B9803,2018-09-18,2018-09-30,2018,DDoS,USB Infection,Outdated Firewall,SIEM Alert,Endpoint Devices,Critical,Patch Applied,Brazil,UK,Government,Emails,Automated synthetic breach entry for research dataset.
4457FB50,2020-03-18,2020-03-29,2020,Ransomware,Email Phishing,Unsecured API,Threat Intelligence Feed,Endpoint Devices,Low,System Isolation,Spain,China,Energy,Transaction Logs,Automated synthetic breach entry for research dataset.
26AB5C3D,2021-10-05,2021-10-11,2021,Phishing,Social Engineering,Unsecured API,Unusual Activity Detection,Payment Server,High,Malware Removal,UK,Russia,Energy,Emails,Automated synthetic breach entry for research dataset.
4A2EB359,2015-03-14,2015-03-26,2015,SQL Injection,Social Engineering,Unsecured API,Unusual Activity Detection,Web Server,High,Backups Restored,Japan,Germany,Energy,Customer Data,Automated synthetic breach entry for research dataset.
3251DCB4,2015-04-02,2015-04-10,2015,Phishing,USB Infection,Zero-Day Vulnerability,Intrusion Detection System,Payment Server,Low,Zero-Day Patch,South Korea,Germany,Energy,Internal Documents,Automated synthetic breach entry for research dataset.
09434892,2016-09-19,2016-09-29,2016,Zero-Day Exploit,Drive-by Download,Zero-Day Vulnerability,Threat Intelligence Feed,Payment Server,Critical,System Isolation,USA,Pakistan,Energy,Employee Records,Automated synthetic breach entry for research dataset.
1296AA70,2022-12-13,2022-12-25,2022,Cloud Misconfiguration,Cloud Misconfiguration,Zero-Day Vulnerability,Intrusion Detection System,Web Server,High,Employee Terminated,France,South Korea,Government,System Configurations,Automated synthetic breach entry for research dataset.
